x,y,rho,u,v,p,rho_exact,u_exact,v_exact,p_exact
0.005,0.605,149.16,-4.32535,0.636123,1058.48,1,-2,0,0.4
0.005,0.615,133.692,-5.0046,1.07545,1012.99,1,-2,0,0.4
0.005,0.625,119.881,-6.09741,1.62288,999.156,1,-2,0,0.4
0.005,0.635,113.198,-7.77869,2.31283,996.961,1,-2,0,0.4
0.005,0.645,119.598,-9.89519,3.03227,951.751,1,-2,0,0.4
0.005,0.655,144.415,-11.8669,3.49104,842.772,1,-2,0,0.4
0.005,0.665,190.924,-13.2394,3.55099,704.048,1,-2,0,0.4
0.005,0.675,250.785,-14.0577,3.41135,539.608,1,-2,0,0.4
0.005,0.685,314.553,-14.5126,3.21427,386.294,1,-2,0,0.4
0.005,0.695,375.832,-14.7549,3.04081,272.438,1,-2,0,0.4
0.005,0.705,433.731,-14.8785,2.92381,204.359,1,-2,0,0.4
0.005,0.715,490.588,-14.9391,2.86325,172.29,1,-2,0,0.4
0.005,0.725,548.328,-14.9681,2.84334,162.56,1,-2,0,0.4
0.005,0.735,606.921,-14.9822,2.84688,164.701,1,-2,0,0.4
0.005,0.745,664.88,-14.9893,2.86163,172.466,1,-2,0,0.4
0.005,0.755,720.272,-14.9931,2.88055,182.5,1,-2,0,0.4
0.005,0.765,771.4,-14.9953,2.90001,193.048,1,-2,0,0.4
0.005,0.775,817.083,-14.9966,2.91828,203.19,1,-2,0,0.4
0.005,0.785,856.695,-14.9975,2.93461,212.448,1,-2,0,0.4
0.005,0.795,890.095,-14.998,2.9487,220.593,1,-2,0,0.4
0.005,0.805,917.523,-14.9983,2.96054,227.552,1,-2,0,0.4
0.005,0.815,939.486,-14.9984,2.97024,233.343,1,-2,0,0.4
0.005,0.825,956.648,-14.9985,2.97799,238.05,1,-2,0,0.4
0.005,0.835,969.745,-14.9984,2.98405,241.794,1,-2,0,0.4
0.005,0.845,979.514,-14.9983,2.98866,244.712,1,-2,0,0.4
0.005,0.855,986.64,-14.9981,2.99209,246.947,1,-2,0,0.4
0.005,0.865,991.731,-14.9979,2.99457,248.636,1,-2,0,0.4
0.005,0.875,995.297,-14.9977,2.99632,249.901,1,-2,0,0.4
0.005,0.885,997.753,-14.9974,2.99753,250.846,1,-2,0,0.4
0.005,0.895,999.42,-14.9972,2.99835,251.555,1,-2,0,0.4
0.005,0.905,1000.54,-14.9969,2.99888,252.094,1,-2,0,0.4
0.005,0.915,1001.29,-14.9967,2.99923,252.51,1,-2,0,0.4
0.005,0.925,1001.8,-14.9965,2.99946,252.84,1,-2,0,0.4
0.005,0.935,1002.14,-14.9963,2.9996,253.106,1,-2,0,0.4
0.005,0.945,1002.38,-14.9961,2.9997,253.326,1,-2,0,0.4
0.005,0.955,1002.55,-14.9959,2.99976,253.508,1,-2,0,0.4
0.005,0.965,1002.68,-14.9958,2.99981,253.661,1,-2,0,0.4
0.005,0.975,1002.77,-14.9956,2.99985,253.79,1,-2,0,0.4
0.005,0.985,1002.85,-14.9955,2.99987,253.897,1,-2,0,0.4
0.005,0.995,1002.91,-14.9954,2.99989,253.986,1,-2,0,0.4
0.015,0.005,91.4135,2.02988,-13.601,2540.28,1,-2,0,0.4
0.015,0.015,91.3754,1.96654,-13.3766,2531.85,1,-2,0,0.4
0.015,0.025,91.3224,1.90736,-13.1556,2524.17,1,-2,0,0.4
0.015,0.035,91.2429,1.85258,-12.9373,2517.07,1,-2,0,0.4
0.015,0.045,91.1249,1.80249,-12.7211,2510.38,1,-2,0,0.4
0.015,0.055,90.9559,1.75741,-12.5064,2503.89,1,-2,0,0.4
0.015,0.065,90.7246,1.71756,-12.2929,2497.43,1,-2,0,0.4
0.015,0.075,90.4215,1.68309,-12.0801,2490.79,1,-2,0,0.4
0.015,0.085,90.0399,1.65403,-11.8678,2483.81,1,-2,0,0.4
0.015,0.095,89.577,1.63018,-11.6555,2476.31,1,-2,0,0.4
0.015,0.105,89.0342,1.61116,-11.4431,2468.17,1,-2,0,0.4
0.015,0.115,88.4178,1.59635,-11.2303,2459.27,1,-2,0,0.4
0.015,0.125,87.7387,1.58489,-11.0168,2449.53,1,-2,0,0.4
0.015,0.135,87.012,1.5757,-10.8024,2438.89,1,-2,0,0.4
0.015,0.145,86.2561,1.5675,-10.5868,2427.33,1,-2,0,0.4
0.015,0.155,85.4922,1.55889,-10.3698,2414.83,1,-2,0,0.4
0.015,0.165,84.7428,1.54837,-10.1512,2401.42,1,-2,0,0.4
0.015,0.175,84.0313,1.5344,-9.93074,2387.11,1,-2,0,0.4
0.015,0.185,83.3809,1.51548,-9.70833,2371.93,1,-2,0,0.4
0.015,0.195,82.8142,1.49022,-9.48386,2355.89,1,-2,0,0.4
0.015,0.205,82.3525,1.45734,-9.2573,2338.99,1,-2,0,0.4
0.015,0.215,82.016,1.41575,-9.02868,2321.21,1,-2,0,0.4
0.015,0.225,81.8234,1.36455,-8.79811,2302.51,1,-2,0,0.4
0.015,0.235,81.7918,1.30303,-8.56577,2282.82,1,-2,0,0.4
0.015,0.245,81.9369,1.23072,-8.33192,2262.04,1,-2,0,0.4
0.015,0.255,82.2732,1.14739,-8.09686,2240.06,1,-2,0,0.4
0.015,0.265,82.814,1.05301,-7.86093,2216.76,1,-2,0,0.4
0.015,0.275,83.5714,0.947781,-7.62447,2192.05,1,-2,0,0.4
0.015,0.285,84.5565,0.832154,-7.38778,2165.87,1,-2,0,0.4
0.015,0.295,85.7792,0.706788,-7.15116,2138.21,1,-2,0,0.4
0.015,0.305,87.2473,0.572571,-6.91486,2109.1,1,-2,0,0.4
0.015,0.315,88.9663,0.430609,-6.67914,2078.62,1,-2,0,0.4
0.015,0.325,90.9387,0.282218,-6.44422,2046.91,1,-2,0,0.4
0.015,0.335,93.1629,0.128915,-6.21036,2014.09,1,-2,0,0.4
0.015,0.345,95.6244,-0.02765,-5.97828,1980.03,1,-2,0,0.4
0.015,0.355,98.2947,-0.18602,-5.74867,1944.11,1,-2,0,0.4
0.015,0.365,101.249,-0.345355,-5.51551,1907.97,1,-2,0,0.4
0.015,0.375,104.422,-0.50547,-5.28338,1871.12,1,-2,0,0.4
0.015,0.385,107.801,-0.665246,-5.05199,1833.78,1,-2,0,0.4
0.015,0.395,111.375,-0.823646,-4.82081,1796.29,1,-2,0,0.4
0.015,0.405,115.153,-0.979217,-4.5884,1759.38,1,-2,0,0.4
0.015,0.415,119.099,-1.13058,-4.35572,1722.9,1,-2,0,0.4
0.015,0.425,123.196,-1.27713,-4.12235,1687.09,1,-2,0,0.4
0.015,0.435,127.423,-1.41876,-3.88737,1652.11,1,-2,0,0.4
0.015,0.445,131.751,-1.55537,-3.65013,1618.03,1,-2,0,0.4
0.015,0.455,136.153,-1.68685,-3.40986,1584.92,1,-2,0,0.4
0.015,0.465,140.603,-1.81321,-3.16568,1552.93,1,-2,0,0.4
0.015,0.475,145.055,-1.93472,-2.917,1521.94,1,-2,0,0.4
0.015,0.485,149.432,-2.05187,-2.66384,1491.4,1,-2,0,0.4
0.015,0.495,153.629,-2.1652,-2.40627,1460.63,1,-2,0,0.4
0.015,0.505,157.531,-2.27528,-2.14399,1429.06,1,-2,0,0.4
0.015,0.515,161.005,-2.38304,-1.8765,1396.04,1,-2,0,0.4
0.015,0.525,163.879,-2.49009,-1.60339,1360.72,1,-2,0,0.4
0.015,0.535,165.924,-2.59895,-1.32462,1321.85,1,-2,0,0.4
0.015,0.545,166.837,-2.7134,-1.0407,1277.79,1,-2,0,0.4
0.015,0.555,166.261,-2.83881,-0.752494,1226.83,1,-2,0,0.4
0.015,0.565,163.868,-2.9827,-0.459899,1168.23,1,-2,0,0.4
0.015,0.575,159.429,-3.15759,-0.158878,1103.65,1,-2,0,0.4
0.015,0.585,151.997,-3.39854,0.158646,1034.03,1,-2,0,0.4
0.015,0.595,140.603,-3.73476,0.501013,963.088,1,-2,0,0.4
0.015,0.605,126.297,-4.23106,0.878684,902.68,1,-2,0,0.4
0.015,0.615,111.073,-5.02073,1.31987,866.841,1,-2,0,0.4
0.015,0.625,98.6701,-6.32678,1.87934,859.887,1,-2,0,0.4
0.015,0.635,94.7099,-8.28623,2.57401,852.179,1,-2,0,0.4
0.015,0.645,104.823,-10.5469,3.22726,797.563,1,-2,0,0.4
0.015,0.655,134.242,-12.418,3.53623,698.853,1,-2,0,0.4
0.015,0.665,183.313,-13.6033,3.50118,575.432,1,-2,0,0.4
0.015,0.675,243.666,-14.2714,3.32823,436.554,1,-2,0,0.4
0.015,0.685,306.822,-14.6294,3.13459,314.364,1,-2,0,0.4
0.015,0.695,367.724,-14.8149,2.98091,228.59,1,-2,0,0.4
0.015,0.705,426.277,-14.9076,2.88587,180.486,1,-2,0,0.4
0.015,0.715,484.626,-14.9527,2.84213,160.212,1,-2,0,0.4
0.015,0.725,544.054,-14.9744,2.83257,156.609,1,-2,0,0.4
0.015,0.735,604.064,-14.9852,2.84165,161.717,1,-2,0,0.4
0.015,0.745,663.023,-14.9909,2.85914,170.879,1,-2,0,0.4
0.015,0.755,719.048,-14.9941,2.87937,181.564,1,-2,0,0.4
0.015,0.765,770.546,-14.996,2.89946,192.409,1,-2,0,0.4
0.015,0.775,816.427,-14.9973,2.91805,202.674,1,-2,0,0.4
0.015,0.785,856.129,-14.9981,2.93454,211.963,1,-2,0,0.4
0.015,0.795,889.553,-14.9987,2.94872,220.087,1,-2,0,0.4
0.015,0.805,916.96,-14.999,2.96062,226.987,1,-2,0,0.4
0.015,0.815,938.871,-14.9993,2.97036,232.693,1,-2,0,0.4
0.015,0.825,955.96,-14.9994,2.97814,237.293,1,-2,0,0.4
0.015,0.835,968.968,-14.9995,2.98422,240.908,1,-2,0,0.4
0.015,0.845,978.635,-14.9995,2.98885,243.681,1,-2,0,0.4
0.015,0.855,985.651,-14.9995,2.99229,245.756,1,-2,0,0.4
0.015,0.865,990.626,-14.9995,2.99479,247.272,1,-2,0,0.4
0.015,0.875,994.073,-14.9995,2.99655,248.356,1,-2,0,0.4
0.015,0.885,996.409,-14.9995,2.99776,249.115,1,-2,0,0.4
0.015,0.895,997.958,-14.9994,2.99857,249.636,1,-2,0,0.4
0.015,0.905,998.965,-14.9994,2.9991,249.99,1,-2,0,0.4
0.015,0.915,999.607,-14.9993,2.99944,250.227,1,-2,0,0.4
0.015,0.925,1000.01,-14.9993,2.99966,250.386,1,-2,0,0.4
0.015,0.935,1000.26,-14.9992,2.99979,250.494,1,-2,0,0.4
0.015,0.945,1000.42,-14.9992,2.99987,250.568,1,-2,0,0.4
0.015,0.955,1000.51,-14.9992,2.99991,250.62,1,-2,0,0.4
0.015,0.965,1000.57,-14.9992,2.99994,250.657,1,-2,0,0.4
0.015,0.975,1000.61,-14.9991,2.99996,250.685,1,-2,0,0.4
0.015,0.985,1000.64,-14.9991,2.99997,250.706,1,-2,0,0.4
0.015,0.995,1000.65,-14.9991,2.99998,250.722,1,-2,0,0.4
0.025,0.005,90.1118,2.15313,-13.4786,2467.72,1,-2,0,0.4
0.025,0.015,90.095,2.0928,-13.2487,2457.59,1,-2,0,0.4
0.025,0.025,90.0655,2.03655,-13.0222,2448.44,1,-2,0,0.4
0.025,0.035,90.0076,1.9847,-12.7988,2440.08,1,-2,0,0.4
0.025,0.045,89.905,1.93759,-12.5779,2432.3,1,-2,0,0.4
0.025,0.055,89.7419,1.89556,-12.3595,2424.9,1,-2,0,0.4
0.025,0.065,89.5036,1.85886,-12.143,2417.64,1,-2,0,0.4
0.025,0.075,89.1785,1.82763,-11.9284,2410.31,1,-2,0,0.4
0.025,0.085,88.7593,1.80187,-11.7154,2402.7,1,-2,0,0.4
0.025,0.095,88.2438,1.78137,-11.5037,2394.63,1,-2,0,0.4
0.025,0.105,87.6357,1.76569,-11.2929,2385.91,1,-2,0,0.4
0.025,0.115,86.9445,1.75415,-11.0826,2376.44,1,-2,0,0.4
0.025,0.125,86.1854,1.74584,-10.8726,2366.1,1,-2,0,0.4
0.025,0.135,85.3778,1.73962,-10.6622,2354.84,1,-2,0,0.4
0.025,0.145,84.5447,1.7342,-10.451,2342.62,1,-2,0,0.4
0.025,0.155,83.7107,1.72813,-10.2386,2329.44,1,-2,0,0.4
0.025,0.165,82.9014,1.71989,-10.0244,2315.32,1,-2,0,0.4
0.025,0.175,82.1419,1.70795,-9.8081,2300.28,1,-2,0,0.4
0.025,0.185,81.4562,1.69084,-9.58935,2284.35,1,-2,0,0.4
0.025,0.195,80.8669,1.66716,-9.36789,2267.56,1,-2,0,0.4
0.025,0.205,80.3946,1.63566,-9.14357,2249.91,1,-2,0,0.4
0.025,0.215,80.0582,1.59526,-8.91637,2231.39,1,-2,0,0.4
0.025,0.225,79.8748,1.54509,-8.68635,2211.97,1,-2,0,0.4
0.025,0.235,79.8596,1.48447,-8.45371,2191.59,1,-2,0,0.4
0.025,0.245,80.0261,1.41296,-8.21873,2170.15,1,-2,0,0.4
0.025,0.255,80.3862,1.33032,-7.98179,2147.57,1,-2,0,0.4
0.025,0.265,80.9503,1.23658,-7.74333,2123.74,1,-2,0,0.4
0.025,0.275,81.7274,1.13199,-7.50378,2098.58,1,-2,0,0.4
0.025,0.285,82.725,1.01702,-7.2636,2072.06,1,-2,0,0.4
0.025,0.295,83.9494,0.892385,-7.02319,2044.15,1,-2,0,0.4
0.025,0.305,85.405,0.758988,-6.78291,2014.91,1,-2,0,0.4
0.025,0.315,87.0946,0.61792,-6.54305,1984.43,1,-2,0,0.4
0.025,0.325,89.0191,0.470413,-6.30383,1952.82,1,-2,0,0.4
0.025,0.335,91.1767,0.31777,-6.06542,1920.23,1,-2,0,0.4
0.025,0.345,93.5587,0.161284,-5.82812,1886.66,1,-2,0,0.4
0.025,0.355,96.1427,0.00231477,-5.59272,1851.85,1,-2,0,0.4
0.025,0.365,98.8677,-0.157243,-5.3616,1814.69,1,-2,0,0.4
0.025,0.375,101.836,-0.316388,-5.12636,1777.41,1,-2,0,0.4
0.025,0.385,104.989,-0.47488,-4.891,1739.74,1,-2,0,0.4
0.025,0.395,108.325,-0.63142,-4.65477,1702.32,1,-2,0,0.4
0.025,0.405,111.809,-0.784485,-4.41887,1664.95,1,-2,0,0.4
0.025,0.415,115.419,-0.933262,-4.18325,1627.79,1,-2,0,0.4
0.025,0.425,119.14,-1.07733,-3.94692,1591.18,1,-2,0,0.4
0.025,0.435,122.951,-1.21643,-3.7089,1555.33,1,-2,0,0.4
0.025,0.445,126.822,-1.35037,-3.46849,1520.29,1,-2,0,0.4
0.025,0.455,130.721,-1.47902,-3.22495,1486.1,1,-2,0,0.4
0.025,0.465,134.614,-1.60241,-2.97746,1452.77,1,-2,0,0.4
0.025,0.475,138.446,-1.72085,-2.72546,1420.1,1,-2,0,0.4
0.025,0.485,142.138,-1.83491,-2.46881,1387.56,1,-2,0,0.4
0.025,0.495,145.583,-1.94527,-2.20746,1354.52,1,-2,0,0.4
0.025,0.505,148.662,-2.05274,-1.94112,1320.32,1,-2,0,0.4
0.025,0.515,151.228,-2.1586,-1.66946,1284.2,1,-2,0,0.4
0.025,0.525,153.096,-2.2649,-1.39236,1245.17,1,-2,0,0.4
0.025,0.535,154.027,-2.37466,-1.11012,1201.93,1,-2,0,0.4
0.025,0.545,153.734,-2.49215,-0.823588,1153.01,1,-2,0,0.4
0.025,0.555,151.917,-2.62314,-0.53363,1097.29,1,-2,0,0.4
0.025,0.565,148.37,-2.77634,-0.239161,1035.11,1,-2,0,0.4
0.025,0.575,142.698,-2.97294,0.0649119,967.82,1,-2,0,0.4
0.025,0.585,133.719,-3.2369,0.384158,896.778,1,-2,0,0.4
0.025,0.595,121.577,-3.60481,0.723378,829.976,1,-2,0,0.4
0.025,0.605,107.353,-4.1628,1.09415,778.609,1,-2,0,0.4
0.025,0.615,92.988,-5.08255,1.53223,753.765,1,-2,0,0.4
0.025,0.625,82.5155,-6.62294,2.0989,752.329,1,-2,0,0.4
0.025,0.635,81.5189,-8.83012,2.78395,739.364,1,-2,0,0.4
0.025,0.645,95.1476,-11.1413,3.35247,680.79,1,-2,0,0.4
0.025,0.655,128.333,-12.8558,3.53074,593.817,1,-2,0,0.4
0.025,0.665,178.858,-13.8699,3.43761,482.878,1,-2,0,0.4
0.025,0.675,239.093,-14.4191,3.25108,364.863,1,-2,0,0.4
0.025,0.685,301.383,-14.7064,3.06848,266.02,1,-2,0,0.4
0.025,0.695,361.838,-14.8528,2.93452,200.006,1,-2,0,0.4
0.025,0.705,420.886,-14.9253,2.85787,165.266,1,-2,0,0.4
0.025,0.715,480.381,-14.9606,2.82702,152.611,1,-2,0,0.4
0.025,0.725,541.066,-14.9779,2.82498,152.898,1,-2,0,0.4
0.025,0.735,602.108,-14.9868,2.83795,159.887,1,-2,0,0.4
0.025,0.745,661.792,-14.9916,2.85735,169.945,1,-2,0,0.4
0.025,0.755,718.279,-14.9945,2.87849,181.06,1,-2,0,0.4
0.025,0.765,770.057,-14.9963,2.89903,192.114,1,-2,0,0.4
0.025,0.775,816.102,-14.9975,2.91784,202.48,1,-2,0,0.4
0.025,0.785,855.895,-14.9983,2.93444,211.817,1,-2,0,0.4
0.025,0.795,889.365,-14.9988,2.94868,219.958,1,-2,0,0.4
0.025,0.805,916.792,-14.9992,2.96061,226.859,1,-2,0,0.4
0.025,0.815,938.706,-14.9995,2.97037,232.556,1,-2,0,0.4
0.025,0.825,955.786,-14.9996,2.97817,237.138,1,-2,0,0.4
0.025,0.835,968.778,-14.9997,2.98425,240.731,1,-2,0,0.4
0.025,0.845,978.424,-14.9998,2.98889,243.478,1,-2,0,0.4
0.025,0.855,985.416,-14.9999,2.99234,245.523,1,-2,0,0.4
0.025,0.865,990.365,-14.9999,2.99483,247.008,1,-2,0,0.4
0.025,0.875,993.785,-14.9999,2.99659,248.059,1,-2,0,0.4
0.025,0.885,996.094,-14.9999,2.9978,248.784,1,-2,0,0.4
0.025,0.895,997.616,-14.9999,2.99862,249.272,1,-2,0,0.4
0.025,0.905,998.597,-14.9999,2.99915,249.593,1,-2,0,0.4
0.025,0.915,999.215,-14.9999,2.99948,249.8,1,-2,0,0.4
0.025,0.925,999.596,-14.9999,2.99969,249.929,1,-2,0,0.4
0.025,0.935,999.826,-14.9999,2.99982,250.01,1,-2,0,0.4
0.025,0.945,999.962,-14.9998,2.9999,250.059,1,-2,0,0.4
0.025,0.955,1000.04,-14.9998,2.99994,250.089,1,-2,0,0.4
0.025,0.965,1000.09,-14.9998,2.99997,250.107,1,-2,0,0.4
0.025,0.975,1000.11,-14.9998,2.99998,250.118,1,-2,0,0.4
0.025,0.985,1000.13,-14.9998,2.99999,250.125,1,-2,0,0.4
0.025,0.995,1000.14,-14.9998,2.99999,250.13,1,-2,0,0.4
0.035,0.005,89.1535,2.27408,-13.2884,2398.04,1,-2,0,0.4
0.035,0.015,89.1522,2.2169,-13.0546,2386.49,1,-2,0,0.4
0.035,0.025,89.1289,2.16404,-12.8251,2376.09,1,-2,0,0.4
0.035,0.035,89.0647,2.11585,-12.5996,2366.61,1,-2,0,0.4
0.035,0.045,88.9404,2.07267,-12.3778,2357.84,1,-2,0,0.4
0.035,0.055,88.7382,2.0348,-12.1595,2349.52,1,-2,0,0.4
0.035,0.065,88.4435,2.00244,-11.9446,2341.43,1,-2,0,0.4
0.035,0.075,88.0459,1.97568,-11.7327,2333.31,1,-2,0,0.4
0.035,0.085,87.5406,1.95441,-11.5235,2324.95,1,-2,0,0.4
0.035,0.095,86.9295,1.93831,-11.3165,2316.14,1,-2,0,0.4
0.035,0.105,86.221,1.92685,-11.1113,2306.71,1,-2,0,0.4
0.035,0.115,85.4296,1.91925,-10.9073,2296.53,1,-2,0,0.4
0.035,0.125,84.5753,1.91452,-10.7037,2285.51,1,-2,0,0.4
0.035,0.135,83.6816,1.91147,-10.5,2273.56,1,-2,0,0.4
0.035,0.145,82.7746,1.90876,-10.2953,2260.68,1,-2,0,0.4
0.035,0.155,81.881,1.90493,-10.0891,2246.85,1,-2,0,0.4
0.035,0.165,81.0273,1.8985,-9.88076,2232.09,1,-2,0,0.4
0.035,0.175,80.2383,1.88796,-9.66966,2216.43,1,-2,0,0.4
0.035,0.185,79.5372,1.8719,-9.45541,2199.89,1,-2,0,0.4
0.035,0.195,78.945,1.84898,-9.2377,2182.49,1,-2,0,0.4
0.035,0.205,78.4801,1.81802,-9.01635,2164.25,1,-2,0,0.4
0.035,0.215,78.1593,1.778,-8.7913,2145.15,1,-2,0,0.4
0.035,0.225,77.9969,1.72811,-8.56266,2125.16,1,-2,0,0.4
0.035,0.235,78.0055,1.6677,-8.33065,2104.23,1,-2,0,0.4
0.035,0.245,78.196,1.5964,-8.09561,2082.28,1,-2,0,0.4
0.035,0.255,78.5775,1.51402,-7.85799,2059.22,1,-2,0,0.4
0.035,0.265,79.1576,1.42061,-7.61828,2034.97,1,-2,0,0.4
0.035,0.275,79.9428,1.31647,-7.37701,2009.45,1,-2,0,0.4
0.035,0.285,80.938,1.20209,-7.13466,1982.65,1,-2,0,0.4
0.035,0.295,82.1471,1.0782,-6.89171,1954.54,1,-2,0,0.4
0.035,0.305,83.5727,0.945687,-6.64855,1925.19,1,-2,0,0.4
0.035,0.315,85.2159,0.805616,-6.4055,1894.67,1,-2,0,0.4
0.035,0.325,87.0758,0.659138,-6.16281,1863.1,1,-2,0,0.4
0.035,0.335,89.1492,0.507444,-5.9207,1830.57,1,-2,0,0.4
0.035,0.345,91.4277,0.351706,-5.67942,1797.14,1,-2,0,0.4
0.035,0.355,93.8972,0.193104,-5.43933,1762.79,1,-2,0,0.4
0.035,0.365,96.5295,0.0330172,-5.20125,1727.24,1,-2,0,0.4
0.035,0.375,99.2612,-0.126309,-4.96745,1689.57,1,-2,0,0.4
0.035,0.385,102.197,-0.283379,-4.72889,1652.12,1,-2,0,0.4
0.035,0.395,105.286,-0.437316,-4.48911,1614.64,1,-2,0,0.4
0.035,0.405,108.484,-0.587574,-4.25023,1577.02,1,-2,0,0.4
0.035,0.415,111.774,-0.733611,-4.01155,1539.5,1,-2,0,0.4
0.035,0.425,115.136,-0.875013,-3.77208,1502.4,1,-2,0,0.4
0.035,0.435,118.552,-1.0115,-3.5308,1465.97,1,-2,0,0.4
0.035,0.445,121.99,-1.14286,-3.28698,1430.24,1,-2,0,0.4
0.035,0.455,125.416,-1.26898,-3.03993,1395.19,1,-2,0,0.4
0.035,0.465,128.784,-1.38994,-2.78891,1360.75,1,-2,0,0.4
0.035,0.475,132.036,-1.50612,-2.5334,1326.63,1,-2,0,0.4
0.035,0.485,135.087,-1.61818,-2.27321,1292.33,1,-2,0,0.4
0.035,0.495,137.83,-1.72695,-2.00824,1257.18,1,-2,0,0.4
0.035,0.505,140.139,-1.83352,-1.73833,1220.49,1,-2,0,0.4
0.035,0.515,141.858,-1.93954,-1.4634,1181.43,1,-2,0,0.4
0.035,0.525,142.798,-2.04743,-1.18364,1138.97,1,-2,0,0.4
0.035,0.535,142.729,-2.16057,-0.899681,1091.93,1,-2,0,0.4
