x,y,rho,u,v,p,rho_exact,u_exact,v_exact,p_exact
0.015,0.155,51.8389,1.9899,-7.48616,1147.84,1,-2,0,0.4
0.015,0.165,51.9897,1.92544,-7.30264,1133.43,1,-2,0,0.4
0.015,0.175,52.2113,1.85525,-7.11896,1118.76,1,-2,0,0.4
0.015,0.185,52.5056,1.77943,-6.93516,1103.8,1,-2,0,0.4
0.015,0.195,52.8746,1.69813,-6.7513,1088.52,1,-2,0,0.4
0.015,0.205,53.3193,1.61157,-6.56744,1072.92,1,-2,0,0.4
0.015,0.215,53.8405,1.51999,-6.38362,1056.95,1,-2,0,0.4
0.015,0.225,54.4378,1.42373,-6.19992,1040.59,1,-2,0,0.4
0.015,0.235,55.1102,1.32313,-6.01639,1023.82,1,-2,0,0.4
0.015,0.245,55.8557,1.21862,-5.8331,1006.6,1,-2,0,0.4
0.015,0.255,56.6711,1.11066,-5.65007,988.923,1,-2,0,0.4
0.015,0.265,57.5521,0.99977,-5.46735,970.779,1,-2,0,0.4
0.015,0.275,58.4935,0.886517,-5.28495,952.176,1,-2,0,0.4
0.015,0.285,59.489,0.771502,-5.10285,933.144,1,-2,0,0.4
0.015,0.295,60.5318,0.655361,-4.92104,913.73,1,-2,0,0.4
0.015,0.305,61.6147,0.538756,-4.73944,894.005,1,-2,0,0.4
0.015,0.315,62.7306,0.422362,-4.55796,874.063,1,-2,0,0.4
0.015,0.325,63.8757,0.306869,-4.37627,854.059,1,-2,0,0.4
0.015,0.335,65.0542,0.193294,-4.19344,834.282,1,-2,0,0.4
0.015,0.345,66.2526,0.0829076,-4.01021,814.676,1,-2,0,0.4
0.015,0.355,67.4396,-0.0235141,-3.82801,794.887,1,-2,0,0.4
0.015,0.365,68.5939,-0.126619,-3.64566,774.77,1,-2,0,0.4
0.015,0.375,69.717,-0.226576,-3.461,754.597,1,-2,0,0.4
0.015,0.385,70.7879,-0.323616,-3.27613,734.269,1,-2,0,0.4
0.015,0.395,71.7929,-0.417601,-3.09088,713.807,1,-2,0,0.4
0.015,0.405,72.72,-0.508429,-2.90494,693.252,1,-2,0,0.4
0.015,0.415,73.5586,-0.596045,-2.71794,672.659,1,-2,0,0.4
0.015,0.425,74.2997,-0.680435,-2.52942,652.092,1,-2,0,0.4
0.015,0.435,74.9351,-0.76164,-2.33893,631.617,1,-2,0,0.4
0.015,0.445,75.4569,-0.839746,-2.14601,611.281,1,-2,0,0.4
0.015,0.455,75.8564,-0.914878,-1.95026,591.119,1,-2,0,0.4
0.015,0.465,76.1253,-0.987213,-1.75127,571.152,1,-2,0,0.4
0.015,0.475,76.2543,-1.057,-1.5487,551.383,1,-2,0,0.4
0.015,0.485,76.2322,-1.12459,-1.34232,531.792,1,-2,0,0.4
0.015,0.495,76.0461,-1.1904,-1.13198,512.342,1,-2,0,0.4
0.015,0.505,75.683,-1.25494,-0.917638,492.994,1,-2,0,0.4
0.015,0.515,75.132,-1.31892,-0.699287,473.731,1,-2,0,0.4
0.015,0.525,74.3866,-1.38346,-0.47694,454.568,1,-2,0,0.4
0.015,0.535,73.4541,-1.45061,-0.250401,435.606,1,-2,0,0.4
0.015,0.545,72.4058,-1.52618,-0.018738,417.041,1,-2,0,0.4
0.015,0.555,71.1502,-1.61586,0.217111,398.432,1,-2,0,0.4
0.015,0.565,69.4203,-1.71707,0.453248,380.253,1,-2,0,0.4
0.015,0.575,67.2001,-1.83646,0.684657,363.365,1,-2,0,0.4
0.015,0.585,64.4326,-1.98431,0.905977,348.609,1,-2,0,0.4
0.015,0.595,60.9688,-2.17669,1.11148,336.942,1,-2,0,0.4
0.015,0.605,56.4912,-2.44191,1.29793,329.308,1,-2,0,0.4
0.015,0.615,50.629,-2.84029,1.47207,326.478,1,-2,0,0.4
0.015,0.625,43.5038,-3.51115,1.66295,329.005,1,-2,0,0.4
0.015,0.635,36.5413,-4.72623,1.93137,336.63,1,-2,0,0.4
0.015,0.645,32.5681,-6.76084,2.3435,345.44,1,-2,0,0.4
0.015,0.655,34.5214,-9.36615,2.8555,345.227,1,-2,0,0.4
0.015,0.665,44.9522,-11.6812,3.24238,330.628,1,-2,0,0.4
0.015,0.675,66.5984,-13.1907,3.34537,307.129,1,-2,0,0.4
0.015,0.685,100.012,-14.0271,3.2677,272.915,1,-2,0,0.4
0.015,0.695,142.709,-14.4727,3.12618,230.025,1,-2,0,0.4
0.015,0.705,190.622,-14.7109,2.98236,187.607,1,-2,0,0.4
0.015,0.715,240.272,-14.839,2.8682,154.013,1,-2,0,0.4
0.015,0.725,290.357,-14.9082,2.7945,132.831,1,-2,0,0.4
0.015,0.735,341.325,-14.9456,2.75801,123.136,1,-2,0,0.4
0.015,0.745,393.998,-14.9663,2.7491,122.018,1,-2,0,0.4
0.015,0.755,448.644,-14.9781,2.75767,126.582,1,-2,0,0.4
0.015,0.765,504.791,-14.9852,2.77597,134.654,1,-2,0,0.4
0.015,0.775,561.436,-14.9896,2.7989,144.747,1,-2,0,0.4
0.015,0.785,617.326,-14.9926,2.82335,155.857,1,-2,0,0.4
0.015,0.795,671.183,-14.9947,2.8475,167.286,1,-2,0,0.4
0.015,0.805,721.867,-14.9961,2.87035,178.536,1,-2,0,0.4
0.015,0.815,768.469,-14.9972,2.89135,189.255,1,-2,0,0.4
0.015,0.825,810.359,-14.998,2.91022,199.195,1,-2,0,0.4
0.015,0.835,847.198,-14.9986,2.92687,208.196,1,-2,0,0.4
0.015,0.845,878.908,-14.999,2.94131,216.169,1,-2,0,0.4
0.015,0.855,905.639,-14.9993,2.95361,223.085,1,-2,0,0.4
0.015,0.865,927.713,-14.9995,2.96392,228.958,1,-2,0,0.4
0.015,0.875,945.575,-14.9997,2.97241,233.844,1,-2,0,0.4
0.015,0.885,959.736,-14.9998,2.97927,237.823,1,-2,0,0.4
0.015,0.895,970.739,-14.9999,2.98471,240.994,1,-2,0,0.4
0.015,0.905,979.117,-14.9999,2.98892,243.468,1,-2,0,0.4
0.015,0.915,985.366,-14.9999,2.99213,245.354,1,-2,0,0.4
0.015,0.925,989.934,-15,2.99452,246.761,1,-2,0,0.4
0.015,0.935,993.204,-15,2.99626,247.787,1,-2,0,0.4
0.015,0.945,995.497,-15,2.99749,248.518,1,-2,0,0.4
0.015,0.955,997.072,-15,2.99836,249.028,1,-2,0,0.4
0.015,0.965,998.132,-15,2.99894,249.375,1,-2,0,0.4
0.015,0.975,998.831,-15,2.99933,249.606,1,-2,0,0.4
0.015,0.985,999.282,-15,2.99959,249.757,1,-2,0,0.4
0.015,0.995,999.567,-15,2.99975,249.853,1,-2,0,0.4
0.025,0.005,54.6469,2.48826,-10.1699,1298.21,1,-2,0,0.4
0.025,0.015,54.1652,2.48721,-9.99435,1287.07,1,-2,0,0.4
0.025,0.025,53.6936,2.4849,-9.81799,1275.69,1,-2,0,0.4
0.025,0.035,53.237,2.48082,-9.6408,1264.07,1,-2,0,0.4
0.025,0.045,52.8005,2.47442,-9.4628,1252.23,1,-2,0,0.4
0.025,0.055,52.3889,2.46521,-9.28399,1240.17,1,-2,0,0.4
0.025,0.065,52.0071,2.45268,-9.10439,1227.9,1,-2,0,0.4
0.025,0.075,51.6595,2.43636,-8.92402,1215.42,1,-2,0,0.4
0.025,0.085,51.3508,2.41584,-8.7429,1202.72,1,-2,0,0.4
0.025,0.095,51.085,2.39073,-8.56106,1189.81,1,-2,0,0.4
0.025,0.105,50.8662,2.36069,-8.37852,1176.7,1,-2,0,0.4
0.025,0.115,50.6982,2.32542,-8.19531,1163.36,1,-2,0,0.4
0.025,0.125,50.5847,2.2847,-8.01145,1149.81,1,-2,0,0.4
0.025,0.135,50.5291,2.23834,-7.82696,1136.03,1,-2,0,0.4
0.025,0.145,50.5346,2.18621,-7.64187,1122.01,1,-2,0,0.4
0.025,0.155,50.6041,2.12826,-7.4562,1107.76,1,-2,0,0.4
0.025,0.165,50.7403,2.06445,-7.26997,1093.24,1,-2,0,0.4
0.025,0.175,50.9456,1.99484,-7.08322,1078.46,1,-2,0,0.4
0.025,0.185,51.222,1.91951,-6.89598,1063.39,1,-2,0,0.4
0.025,0.195,51.571,1.83863,-6.70829,1048.01,1,-2,0,0.4
0.025,0.205,51.9934,1.7524,-6.52021,1032.31,1,-2,0,0.4
0.025,0.215,52.4894,1.66109,-6.33182,1016.27,1,-2,0,0.4
0.025,0.225,53.0583,1.56502,-6.14322,999.862,1,-2,0,0.4
0.025,0.235,53.6984,1.46457,-5.95453,983.07,1,-2,0,0.4
0.025,0.245,54.4067,1.36018,-5.76588,965.877,1,-2,0,0.4
0.025,0.255,55.1794,1.25236,-5.57742,948.276,1,-2,0,0.4
0.025,0.265,56.0115,1.14165,-5.38932,930.268,1,-2,0,0.4
0.025,0.275,56.8968,1.02864,-5.20172,911.867,1,-2,0,0.4
0.025,0.285,57.8287,0.913963,-5.01476,893.105,1,-2,0,0.4
0.025,0.295,58.8002,0.798272,-4.8285,874.028,1,-2,0,0.4
0.025,0.305,59.8043,0.68221,-4.64296,854.703,1,-2,0,0.4
0.025,0.315,60.8355,0.56639,-4.45795,835.229,1,-2,0,0.4
0.025,0.325,61.8989,0.451574,-4.27244,815.893,1,-2,0,0.4
0.025,0.335,62.9844,0.338869,-4.08677,796.677,1,-2,0,0.4
0.025,0.345,64.0855,0.228913,-3.90107,777.626,1,-2,0,0.4
0.025,0.355,65.1805,0.121888,-3.71591,758.53,1,-2,0,0.4
0.025,0.365,66.2348,0.0180333,-3.53225,739.027,1,-2,0,0.4
0.025,0.375,67.2287,-0.0823675,-3.34981,719.053,1,-2,0,0.4
0.025,0.385,68.1752,-0.179262,-3.16477,699.061,1,-2,0,0.4
0.025,0.395,69.0573,-0.27292,-2.97853,679.005,1,-2,0,0.4
0.025,0.405,69.8626,-0.363354,-2.79158,658.896,1,-2,0,0.4
0.025,0.415,70.581,-0.45051,-2.60358,638.781,1,-2,0,0.4
0.025,0.425,71.2043,-0.534362,-2.4141,618.72,1,-2,0,0.4
0.025,0.435,71.7256,-0.614949,-2.22267,598.778,1,-2,0,0.4
0.025,0.445,72.1386,-0.692365,-2.02884,579.011,1,-2,0,0.4
0.025,0.455,72.4367,-0.766748,-1.83217,559.457,1,-2,0,0.4
0.025,0.465,72.613,-0.838295,-1.63229,540.141,1,-2,0,0.4
0.025,0.475,72.6599,-0.907287,-1.42886,521.069,1,-2,0,0.4
0.025,0.485,72.5682,-0.974099,-1.22166,502.226,1,-2,0,0.4
0.025,0.495,72.3272,-1.0392,-1.01058,483.579,1,-2,0,0.4
0.025,0.505,71.9262,-1.10318,-0.795619,465.099,1,-2,0,0.4
0.025,0.515,71.3565,-1.16688,-0.576818,446.77,1,-2,0,0.4
0.025,0.525,70.6159,-1.23175,-0.354204,428.627,1,-2,0,0.4
0.025,0.535,69.7308,-1.30094,-0.127231,410.831,1,-2,0,0.4
0.025,0.545,68.7807,-1.38298,0.104538,393.249,1,-2,0,0.4
0.025,0.555,67.501,-1.47512,0.338546,375.706,1,-2,0,0.4
0.025,0.565,65.8062,-1.58019,0.570043,358.904,1,-2,0,0.4
0.025,0.575,63.6766,-1.70538,0.793989,343.548,1,-2,0,0.4
0.025,0.585,61.0342,-1.86114,1.0046,330.45,1,-2,0,0.4
0.025,0.595,57.6867,-2.06385,1.19624,320.496,1,-2,0,0.4
0.025,0.605,53.2687,-2.3437,1.36718,314.459,1,-2,0,0.4
0.025,0.615,47.4168,-2.76874,1.52764,312.871,1,-2,0,0.4
0.025,0.625,40.3859,-3.4973,1.7117,316.124,1,-2,0,0.4
0.025,0.635,33.8006,-4.8268,1.9846,323.777,1,-2,0,0.4
0.025,0.645,30.5188,-7.00873,2.40743,331.47,1,-2,0,0.4
0.025,0.655,33.2914,-9.67562,2.91169,329.377,1,-2,0,0.4
0.025,0.665,44.5528,-11.9243,3.26086,314.04,1,-2,0,0.4
0.025,0.675,66.9008,-13.3367,3.32897,290.89,1,-2,0,0.4
0.025,0.685,100.542,-14.1072,3.23787,257.241,1,-2,0,0.4
0.025,0.695,142.948,-14.5157,3.0944,216.28,1,-2,0,0.4
0.025,0.705,190.23,-14.7337,2.95506,176.906,1,-2,0,0.4
0.025,0.715,239.281,-14.8509,2.84799,146.622,1,-2,0,0.4
0.025,0.725,289.065,-14.9141,2.78122,128.208,1,-2,0,0.4
0.025,0.735,340.044,-14.9485,2.75003,120.422,1,-2,0,0.4
0.025,0.745,392.908,-14.9677,2.74455,120.466,1,-2,0,0.4
0.025,0.755,447.792,-14.9788,2.75513,125.69,1,-2,0,0.4
0.025,0.765,504.155,-14.9855,2.77455,134.129,1,-2,0,0.4
0.025,0.775,560.974,-14.9898,2.79809,144.43,1,-2,0,0.4
0.025,0.785,616.997,-14.9927,2.82288,155.662,1,-2,0,0.4
0.025,0.795,670.954,-14.9947,2.84723,167.164,1,-2,0,0.4
0.025,0.805,721.711,-14.9962,2.87019,178.461,1,-2,0,0.4
0.025,0.815,768.365,-14.9972,2.89126,189.208,1,-2,0,0.4
0.025,0.825,810.292,-14.998,2.91017,199.166,1,-2,0,0.4
0.025,0.835,847.156,-14.9986,2.92684,208.179,1,-2,0,0.4
0.025,0.845,878.883,-14.999,2.94129,216.159,1,-2,0,0.4
0.025,0.855,905.624,-14.9993,2.9536,223.079,1,-2,0,0.4
0.025,0.865,927.705,-14.9995,2.96392,228.955,1,-2,0,0.4
0.025,0.875,945.57,-14.9997,2.97241,233.842,1,-2,0,0.4
0.025,0.885,959.734,-14.9998,2.97927,237.822,1,-2,0,0.4
0.025,0.895,970.738,-14.9999,2.9847,240.994,1,-2,0,0.4
0.025,0.905,979.116,-14.9999,2.98892,243.467,1,-2,0,0.4
0.025,0.915,985.366,-14.9999,2.99213,245.354,1,-2,0,0.4
0.025,0.925,989.933,-15,2.99452,246.761,1,-2,0,0.4
0.025,0.935,993.204,-15,2.99626,247.787,1,-2,0,0.4
0.025,0.945,995.497,-15,2.99749,248.518,1,-2,0,0.4
0.025,0.955,997.072,-15,2.99836,249.028,1,-2,0,0.4
0.025,0.965,998.132,-15,2.99894,249.375,1,-2,0,0.4
0.025,0.975,998.831,-15,2.99933,249.606,1,-2,0,0.4
0.025,0.985,999.282,-15,2.99959,249.757,1,-2,0,0.4
0.025,0.995,999.567,-15,2.99975,249.853,1,-2,0,0.4
0.035,0.005,53.5876,2.61121,-10.1374,1260.3,1,-2,0,0.4
0.035,0.015,53.0992,2.61129,-9.96195,1249.13,1,-2,0,0.4
0.035,0.025,52.621,2.6101,-9.78563,1237.72,1,-2,0,0.4
0.035,0.035,52.1582,2.60711,-9.60841,1226.07,1,-2,0,0.4
0.035,0.045,51.7157,2.60179,-9.43025,1214.2,1,-2,0,0.4
0.035,0.055,51.2984,2.59361,-9.25116,1202.1,1,-2,0,0.4
0.035,0.065,50.9111,2.58208,-9.07113,1189.79,1,-2,0,0.4
0.035,0.075,50.5584,2.56672,-8.89014,1177.26,1,-2,0,0.4
0.035,0.085,50.2444,2.54712,-8.70821,1164.53,1,-2,0,0.4
0.035,0.095,49.9733,2.52287,-8.52533,1151.58,1,-2,0,0.4
0.035,0.105,49.7491,2.49363,-8.34152,1138.42,1,-2,0,0.4
0.035,0.115,49.5755,2.45911,-8.15677,1125.04,1,-2,0,0.4
0.035,0.125,49.4558,2.41908,-7.97111,1111.43,1,-2,0,0.4
0.035,0.135,49.3933,2.37334,-7.78454,1097.6,1,-2,0,0.4
0.035,0.145,49.3911,2.32178,-7.59709,1083.54,1,-2,0,0.4
0.035,0.155,49.4518,2.26431,-7.40877,1069.23,1,-2,0,0.4
0.035,0.165,49.5779,2.20093,-7.21962,1054.66,1,-2,0,0.4
0.035,0.175,49.7713,2.13169,-7.02968,1039.84,1,-2,0,0.4
0.035,0.185,50.0337,2.05669,-6.83903,1024.73,1,-2,0,0.4
0.035,0.195,50.3659,1.97609,-6.64772,1009.34,1,-2,0,0.4
0.035,0.205,50.7683,1.89012,-6.45589,993.635,1,-2,0,0.4
0.035,0.215,51.2403,1.79907,-6.26366,977.61,1,-2,0,0.4
0.035,0.225,51.7804,1.7033,-6.0712,961.246,1,-2,0,0.4
0.035,0.235,52.3863,1.60319,-5.8787,944.531,1,-2,0,0.4
0.035,0.245,53.0543,1.49924,-5.68638,927.453,1,-2,0,0.4
0.035,0.255,53.7799,1.39195,-5.49446,910.009,1,-2,0,0.4
0.035,0.265,54.5577,1.28189,-5.30315,892.204,1,-2,0,0.4
0.035,0.275,55.3817,1.16965,-5.11262,874.053,1,-2,0,0.4
0.035,0.285,56.2452,1.05587,-4.92299,855.589,1,-2,0,0.4
0.035,0.295,57.1418,0.941146,-4.7343,836.858,1,-2,0,0.4
0.035,0.305,58.0655,0.826056,-4.54646,817.924,1,-2,0,0.4
0.035,0.315,59.0183,0.711202,-4.35867,799.007,1,-2,0,0.4
0.035,0.325,59.9959,0.597621,-4.17071,780.186,1,-2,0,0.4
0.035,0.335,60.9879,0.486112,-3.98311,761.427,1,-2,0,0.4
0.035,0.345,61.9892,0.37698,-3.79563,742.794,1,-2,0,0.4
0.035,0.355,62.983,0.270278,-3.60858,724.155,1,-2,0,0.4
0.035,0.365,63.9454,0.166161,-3.42255,705.302,1,-2,0,0.4
0.035,0.375,64.8604,0.0651196,-3.23745,686.197,1,-2,0,0.4
0.035,0.385,65.7023,-0.0322462,-3.05378,666.673,1,-2,0,0.4
0.035,0.395,66.4756,-0.125874,-2.86857,647.036,1,-2,0,0.4
0.035,0.405,67.1761,-0.215889,-2.68061,627.453,1,-2,0,0.4
0.035,0.415,67.794,-0.302503,-2.49145,607.912,1,-2,0,0.4
0.035,0.425,68.3204,-0.385726,-2.30081,588.45,1,-2,0,0.4
0.035,0.435,68.7493,-0.465612,-2.10825,569.129,1,-2,0,0.4
0.035,0.445,69.0754,-0.542265,-1.91332,550.004,1,-2,0,0.4
0.035,0.455,69.2934,-0.615849,-1.7156,531.116,1,-2,0,0.4
0.035,0.465,69.3977,-0.686598,-1.5147,512.491,1,-2,0,0.4
0.035,0.475,69.3817,-0.75484,-1.31033,494.133,1,-2,0,0.4
0.035,0.485,69.2373,-0.821007,-1.10229,476.028,1,-2,0,0.4
0.035,0.495,68.9553,-0.885643,-0.890524,458.149,1,-2,0,0.4
0.035,0.505,68.5266,-0.949457,-0.67506,440.466,1,-2,0,0.4
0.035,0.515,67.9443,-1.01351,-0.456006,422.974,1,-2,0,0.4
0.035,0.525,67.2127,-1.07981,-0.233268,405.734,1,-2,0,0.4
0.035,0.535,66.4039,-1.1544,-0.00595594,388.887,1,-2,0,0.4
0.035,0.545,65.4616,-1.24125,0.224918,371.989,1,-2,0,0.4
0.035,0.555,64.1567,-1.33705,0.455481,355.422,1,-2,0,0.4
0.035,0.565,62.5026,-1.44731,0.680897,339.816,1,-2,0,0.4
