x,y,rho,u,v,p,rho_exact,u_exact,v_exact,p_exact
0.005,0.005,36.5848,2.57389,-7.57108,726.099,1,-2,0,0.4
0.005,0.015,36.5269,2.54071,-7.42616,718.329,1,-2,0,0.4
0.005,0.025,36.4938,2.50441,-7.28127,710.489,1,-2,0,0.4
0.005,0.035,36.4862,2.46495,-7.13641,702.576,1,-2,0,0.4
0.005,0.045,36.5047,2.42232,-6.99165,694.587,1,-2,0,0.4
0.005,0.055,36.5501,2.37651,-6.847,686.516,1,-2,0,0.4
0.005,0.065,36.6229,2.32753,-6.7025,678.359,1,-2,0,0.4
0.005,0.075,36.7236,2.27542,-6.55819,670.111,1,-2,0,0.4
0.005,0.085,36.8526,2.22022,-6.4141,661.766,1,-2,0,0.4
0.005,0.095,37.0101,2.16199,-6.27026,653.321,1,-2,0,0.4
0.005,0.105,37.1965,2.10082,-6.12672,644.768,1,-2,0,0.4
0.005,0.115,37.4116,2.0368,-5.98351,636.102,1,-2,0,0.4
0.005,0.125,37.6554,1.97004,-5.84065,627.317,1,-2,0,0.4
0.005,0.135,37.9275,1.90066,-5.69819,618.407,1,-2,0,0.4
0.005,0.145,38.2275,1.82881,-5.55616,609.366,1,-2,0,0.4
0.005,0.155,38.5546,1.75463,-5.41459,600.187,1,-2,0,0.4
0.005,0.165,38.9077,1.67829,-5.27352,590.863,1,-2,0,0.4
0.005,0.175,39.2855,1.59996,-5.13298,581.388,1,-2,0,0.4
0.005,0.185,39.6863,1.51984,-4.99301,571.755,1,-2,0,0.4
0.005,0.195,40.1079,1.4381,-4.85364,561.956,1,-2,0,0.4
0.005,0.205,40.5477,1.35497,-4.7149,551.985,1,-2,0,0.4
0.005,0.215,41.0029,1.27065,-4.57682,541.836,1,-2,0,0.4
0.005,0.225,41.4699,1.18537,-4.43941,531.503,1,-2,0,0.4
0.005,0.235,41.9449,1.09935,-4.30269,520.985,1,-2,0,0.4
0.005,0.245,42.4236,1.01283,-4.16663,510.281,1,-2,0,0.4
0.005,0.255,42.9042,0.926087,-4.03093,499.442,1,-2,0,0.4
0.005,0.265,43.3817,0.839498,-3.89554,488.466,1,-2,0,0.4
0.005,0.275,43.8487,0.753473,-3.76056,477.331,1,-2,0,0.4
0.005,0.285,44.3008,0.668365,-3.62585,466.062,1,-2,0,0.4
0.005,0.295,44.7342,0.584489,-3.49117,454.694,1,-2,0,0.4
0.005,0.305,45.1455,0.50213,-3.35621,443.271,1,-2,0,0.4
0.005,0.315,45.5323,0.421539,-3.22062,431.844,1,-2,0,0.4
0.005,0.325,45.8933,0.342931,-3.08395,420.472,1,-2,0,0.4
0.005,0.335,46.2283,0.266475,-2.94572,409.217,1,-2,0,0.4
0.005,0.345,46.5377,0.192295,-2.80545,398.14,1,-2,0,0.4
0.005,0.355,46.8212,0.120456,-2.66276,387.28,1,-2,0,0.4
0.005,0.365,47.0699,0.0509367,-2.51796,376.568,1,-2,0,0.4
0.005,0.375,47.2745,-0.0162864,-2.37134,365.947,1,-2,0,0.4
0.005,0.385,47.4295,-0.081291,-2.22298,355.4,1,-2,0,0.4
0.005,0.395,47.53,-0.144335,-2.07297,344.918,1,-2,0,0.4
0.005,0.405,47.574,-0.205613,-1.92217,334.478,1,-2,0,0.4
0.005,0.415,47.5591,-0.265182,-1.77064,324.088,1,-2,0,0.4
0.005,0.425,47.4842,-0.32308,-1.61824,313.768,1,-2,0,0.4
0.005,0.435,47.3492,-0.379369,-1.46484,303.541,1,-2,0,0.4
0.005,0.445,47.1551,-0.434145,-1.31027,293.436,1,-2,0,0.4
0.005,0.455,46.9035,-0.487535,-1.15442,283.479,1,-2,0,0.4
0.005,0.465,46.5967,-0.539711,-0.997177,273.699,1,-2,0,0.4
0.005,0.475,46.2381,-0.590884,-0.838495,264.125,1,-2,0,0.4
0.005,0.485,45.8318,-0.641328,-0.678381,254.789,1,-2,0,0.4
0.005,0.495,45.383,-0.691399,-0.516921,245.723,1,-2,0,0.4
0.005,0.505,44.8983,-0.741609,-0.354288,236.968,1,-2,0,0.4
0.005,0.515,44.388,-0.792907,-0.190662,228.578,1,-2,0,0.4
0.005,0.525,43.8863,-0.848749,-0.0258151,220.655,1,-2,0,0.4
0.005,0.535,43.4356,-0.913648,0.139466,213.115,1,-2,0,0.4
0.005,0.545,42.9819,-0.981824,0.302857,206.224,1,-2,0,0.4
0.005,0.555,42.5189,-1.05469,0.462132,200.22,1,-2,0,0.4
0.005,0.565,42.0532,-1.13448,0.615345,195.284,1,-2,0,0.4
0.005,0.575,41.5803,-1.22387,0.760334,191.6,1,-2,0,0.4
0.005,0.585,41.0633,-1.32615,0.895008,189.315,1,-2,0,0.4
0.005,0.595,40.4028,-1.44544,1.01788,188.482,1,-2,0,0.4
0.005,0.605,39.4061,-1.5879,1.12873,189.007,1,-2,0,0.4
0.005,0.615,37.7848,-1.76537,1.22923,190.645,1,-2,0,0.4
0.005,0.625,35.2273,-2.00436,1.3238,193.104,1,-2,0,0.4
0.005,0.635,31.5793,-2.36308,1.42153,196.249,1,-2,0,0.4
0.005,0.645,27.1058,-2.96016,1.54154,200.362,1,-2,0,0.4
0.005,0.655,22.6778,-4.00844,1.72133,205.954,1,-2,0,0.4
0.005,0.665,19.67,-5.75449,2.01117,212.718,1,-2,0,0.4
0.005,0.675,19.5241,-8.13935,2.42082,218.406,1,-2,0,0.4
0.005,0.685,23.5183,-10.5509,2.84196,220.019,1,-2,0,0.4
0.005,0.695,33.1938,-12.3703,3.11074,217.233,1,-2,0,0.4
0.005,0.705,50.3695,-13.4978,3.17864,210.417,1,-2,0,0.4
0.005,0.715,75.6838,-14.1405,3.12654,196.195,1,-2,0,0.4
0.005,0.725,108.16,-14.5021,3.02348,175.091,1,-2,0,0.4
0.005,0.735,145.644,-14.707,2.91256,151.77,1,-2,0,0.4
0.005,0.745,185.889,-14.8242,2.81901,131.321,1,-2,0,0.4
0.005,0.755,227.52,-14.8918,2.753,116.739,1,-2,0,0.4
0.005,0.765,270.169,-14.9313,2.71459,108.584,1,-2,0,0.4
0.005,0.775,314.059,-14.9549,2.69896,106.024,1,-2,0,0.4
0.005,0.785,359.551,-14.9694,2.7001,107.844,1,-2,0,0.4
0.005,0.795,406.836,-14.9786,2.71262,112.925,1,-2,0,0.4
0.005,0.805,455.791,-14.9847,2.7322,120.355,1,-2,0,0.4
0.005,0.815,505.949,-14.9888,2.75566,129.406,1,-2,0,0.4
0.005,0.825,556.57,-14.9917,2.78078,139.489,1,-2,0,0.4
0.005,0.835,606.753,-14.9938,2.80603,150.126,1,-2,0,0.4
0.005,0.845,655.562,-14.9953,2.83046,160.926,1,-2,0,0.4
0.005,0.855,702.125,-14.9965,2.85348,171.579,1,-2,0,0.4
0.005,0.865,745.707,-14.9973,2.87476,181.839,1,-2,0,0.4
0.005,0.875,785.75,-14.998,2.89411,191.517,1,-2,0,0.4
0.005,0.885,821.884,-14.9985,2.91147,200.478,1,-2,0,0.4
0.005,0.895,853.922,-14.9989,2.92684,208.628,1,-2,0,0.4
0.005,0.905,881.842,-14.9992,2.94028,215.914,1,-2,0,0.4
0.005,0.915,905.762,-14.9994,2.95187,222.319,1,-2,0,0.4
0.005,0.925,925.912,-14.9996,2.96174,227.852,1,-2,0,0.4
0.005,0.935,942.6,-14.9997,2.97001,232.549,1,-2,0,0.4
0.005,0.945,956.19,-14.9998,2.97684,236.466,1,-2,0,0.4
0.005,0.955,967.068,-14.9999,2.98238,239.674,1,-2,0,0.4
0.005,0.965,975.626,-14.9999,2.98681,242.251,1,-2,0,0.4
0.005,0.975,982.242,-14.9999,2.99029,244.283,1,-2,0,0.4
0.005,0.985,987.268,-15,2.99297,245.854,1,-2,0,0.4
0.005,0.995,991.019,-15,2.995,247.045,1,-2,0,0.4
0.015,0.005,35.8619,2.67869,-7.56931,706.108,1,-2,0,0.4
0.015,0.015,35.7976,2.64611,-7.42428,698.346,1,-2,0,0.4
0.015,0.025,35.7572,2.61041,-7.27926,690.512,1,-2,0,0.4
0.015,0.035,35.7414,2.57154,-7.13426,682.602,1,-2,0,0.4
0.015,0.045,35.7509,2.52949,-6.98934,674.612,1,-2,0,0.4
0.015,0.055,35.7862,2.48426,-6.84451,666.538,1,-2,0,0.4
0.015,0.065,35.8479,2.43584,-6.69982,658.374,1,-2,0,0.4
0.015,0.075,35.9363,2.38428,-6.55529,650.117,1,-2,0,0.4
0.015,0.085,36.0519,2.32962,-6.41095,641.761,1,-2,0,0.4
0.015,0.095,36.1949,2.27192,-6.26684,633.301,1,-2,0,0.4
0.015,0.105,36.3653,2.21126,-6.12298,624.732,1,-2,0,0.4
0.015,0.115,36.5631,2.14774,-5.97939,616.048,1,-2,0,0.4
0.015,0.125,36.7882,2.08145,-5.8361,607.245,1,-2,0,0.4
0.015,0.135,37.0402,2.01252,-5.69314,598.315,1,-2,0,0.4
0.015,0.145,37.3184,1.94109,-5.55052,589.255,1,-2,0,0.4
0.015,0.155,37.6221,1.8673,-5.40825,580.058,1,-2,0,0.4
0.015,0.165,37.95,1.79131,-5.26636,570.719,1,-2,0,0.4
0.015,0.175,38.3008,1.7133,-5.12484,561.231,1,-2,0,0.4
0.015,0.185,38.6726,1.63343,-4.98371,551.59,1,-2,0,0.4
0.015,0.195,39.0631,1.55191,-4.84295,541.79,1,-2,0,0.4
0.015,0.205,39.4697,1.46893,-4.70257,531.827,1,-2,0,0.4
